09006600011608201115447319P,113.90736167009119,23.034516544262956,1268151500,261969100,Ｘ２４６
09006600121707210936226929X,113.71063289300876,23.043808154497615,1265965200,262080900,教育路一巷
0900660012191105164628908HO,113.71330836089706,23.04395257004448,1265995100,262082400,莲溪三路
09006600011611211519204688Z,113.96325352706782,23.10665106976851,1268774600,262837100,
09006600011607071518385218Z,113.78493650688266,22.8112505345384,1266791400,259287400,横安路
09006600001409061511453885M,113.99155955200838,22.98349625446217,1269089100,261362100,东兴路
09006600121910171403514152R,113.71235397577247,22.983554976411785,1265984200,261356000,先锋路
01006600001312061119486755M,114.13178763574477,22.756121100446812,1270650800,258630000,凤深大道
09006600011607291118061829P,114.09322322140687,22.81575329235974,1270222700,259345600,宏业南六路
0900660012191107101139763GR,113.71280180643149,23.072210382328365,1265990200,262423100,图兴路
09006600121910191509314045Q,113.74969149690216,23.10960803634312,1266399300,262879100,
09006600121706271605111838Z,113.76480099252575,22.980919559406754,1266567800,261330900,环城南路
09006600011611211358166758Z,113.96219905996959,23.103079707085886,1268761900,262795100,
09006600011608111156573599P,113.9817238935029,22.950354695187755,1268980200,260961800,
09006600011607161604007188Z,113.73442740708823,22.837551620764295,1266229900,259606700,
09006600011608111715470788Z,113.97078170599727,22.987755863944876,1268857600,261409800,大埔工业街
09006600011607251215164729P,113.92105926925767,23.09132872772599,1268305700,262651100,商业路
09006600011607211758406938Z,113.6564903450458,22.8225618618202,1265361300,259424700,
09006600011607161042086209P,114.00460298978565,22.918594311505608,1269235300,260581400,玉裕二巷
09006600011607301523191069P,113.96663300026174,23.008758956802485,1268811400,261660700,民营西路
09006600011607211145264919P,114.10294946220118,23.017706714035125,1270330800,261774600,便埔一路
09006600011607221752316599P,113.97098151077778,23.05102853249698,1268859600,262171300,东部快速干线
09006600011608241115299818Z,113.8540431065838,22.97549045523352,1267558100,261261100,松山湖大道
0900660012191103165855906GR,113.64382100023855,23.051635838034304,1265219400,262179800,五福路
09006600011608251707377478Z,113.92383377359165,22.92460427382437,1268335600,260644100,迎宾路
09006600011607201739301719R,114.12607599923406,22.815952144085685,1270588900,259350300,塘清西路
09006600011607051706333108Z,113.7087196244285,22.797980854038126,1265944400,259123900,振兴路
09006600121910170932429612R,113.72789704488844,22.98402757050194,1266157200,261365600,东莞大道
01006600001312051231037955M,114.17036138740113,22.732732546509013,1271080600,258342300,东深路
09006600011608151052475509P,113.95262325395957,23.024937692034776,1268656300,261852900,
09006600011607201757570859R,114.11349940118338,22.812339406042383,1270448300,259307600,新河二路
