0900660012191028145720390HN,113.74567546104628,23.058873630771053,1266355100,262268400,沙地塘
09006600121910301239012608A,113.79245979843546,23.036237275122218,1266875600,261990500,新村小工业区路
09006600011608111547360479P,113.96492356153968,22.9264956730334,1268792800,260671300,东湖二街
09006600011608201520428179P,113.89116531454117,23.048351896756383,1267970400,262138700,
09006600121910211018295255Q,113.78387788533588,23.09473834809877,1266780100,262696900,Ｓ１２０
09006600011607281454020648Z,113.84653265209126,22.89937104691843,1267474600,260344800,大学路
09006600011611211403184538Z,113.96618290282899,23.096045031581898,1268803000,262712600,
09006600121707140934568118P,113.73011817314749,23.000920555320004,1266181700,261568900,清华路
09006600011607141307469848Z,113.80101819415701,22.80149014824875,1266970500,259166900,锦源路
09006600011607091227148588Z,113.7475853310623,22.788890254715337,1266375300,259023300,中南北路
09006600011607201118230098Z,113.63644339532826,22.93070595003037,1265128500,260727200,
09006600011607220913401518Z,113.66668908739321,22.813303212284826,1265474900,259311800,长德路
09006600011607141059186798Z,113.74980471424736,22.79596216832708,1266399100,259107200,沙埔横路
09006600011607271101330989R,114.0784194050467,22.824402160002347,1270058500,259447700,湖栢街
09006600011607201048041519R,114.10492490363494,22.8252170650927,1270353600,259460700,东六横路
09006600011608111804151098Z,113.94251063780658,22.97378634274651,1268544300,261236200,苏东路
09006600011608111804276188Z,113.942473367521,22.973114294453744,1268543600,261227700,苏东路
09006600121910141219532125Q,113.78040459308004,23.09137897837118,1266741700,262657200,新风西路
09006600011607261458216709R,114.18118318462751,22.813751065959586,1271200800,259314500,利晖路
09006600011607241543215038Z,113.81814839770264,22.90961356689157,1267160900,260466000,大岭山跨线桥
01006600001402241319562835U,114.10802956928346,22.737682638045577,1270387200,258410800,天铁东一路
09006600011608251301019108Z,113.9222098115223,22.960177725808705,1268317200,261072200,石桥街
09006600001408301423079085I,113.95734528996134,23.079401648847792,1268708800,262508800,Ｓ１２０
09006600011607221023434378Z,113.66031403832412,22.833340751242023,1265402900,259553100,镇口工业一区一路
0900660012191105114850726GR,113.68629532161064,23.06641576068973,1265694600,262350900,小享路
09006600121910201019091395Q,113.75715060709582,23.084650073010533,1266483000,262578900,科技西路
09006600011608061154115188Z,113.69526602356888,22.96305955445241,1265794800,261106900,博览大道
09006600011607200944557469R,114.09399620409006,22.846980816296224,1270231500,259721100,林东三路
09006600011607311223331499P,114.00378247163043,23.036149735989508,1269226400,261995200,
09006600011607070923512678Z,113.78988812575577,22.8015323813951,1266846100,259169500,太安路
09006600011607311236142209P,114.00004742623376,23.032302062062282,1269183700,261949100,崇德路
09006600011608041127109089P,113.94879577091939,23.045707350868305,1268613000,262101700,红旗路
0900660012191026094850122HN,113.7878205138787,23.0262235320712,1266823200,261871900,乌石岗工业路
09006600011607171053411092F,113.75449073892712,22.957548624319116,1266451900,261050100,伟丰路
09006600011607291745076128Z,113.87331615565728,22.968464181695925,1267772000,261178700,Ｘ２３４
09006600011608221135419579P,113.89728356287598,23.04679848661112,1268039300,262120000,
09006600011608041107426768Z,113.95272046746486,23.002211069708288,1268657900,261579400,
09006600011607170937318562F,113.76748727451911,22.972061513032987,1266597200,261223600,伟民路
09006600011607071532268218Z,113.78266641289639,22.8199245854236,1266766500,259392300,松柏路
09006600011609011047330839P,113.94737697260977,23.050085539247274,1268598000,262154400,月兴一路
09006600011607171004189052F,113.76639313433978,22.94986680173889,1266585400,260957000,水濂景观路
09006600011607170836024219P,114.15671677321244,22.85562101852578,1270929700,259819700,北环路
09006600011607190938340058Z,113.66843530207348,22.788704737299746,1265493300,259016000,广深沿江高速
09006600011608011057211358Z,113.66501117208534,22.963165255129304,1265456000,261112600,西环路
09006600011608111716035608Z,113.97140451852303,22.98678374200047,1268864300,261398300,大埔工业街
09006600011608101643491269P,114.00304846373567,22.934947630985057,1269217500,260778200,桥沥南门路
09006600011607161533261618Z,113.72933744165626,22.83842411399178,1266173200,259614600,
09006600011608151235546379P,113.91957915488943,22.982049552345135,1268288200,261336200,东坑大道南
09006600011608131627197779P,114.03836040720905,22.966594925838486,1269613400,261153500,沙磡街
09006600011607051507557218Z,113.75556464521375,22.78254565049749,1266464000,258947600,振安中路
09006600011608111630289318Z,113.94909547666579,22.987120505601165,1268616000,261397000,骏发一路
09006600011609111056035599P,113.85194313024675,23.080454431089457,1267535200,262525100,
09006600121910121258249435Q,113.71262575782572,23.099797978903904,1265987900,262754800,三塘路
09006600011608241313488338Z,113.90725462426731,22.949067322171732,1268149700,260941200,兴市一路
09006600011608111455411808Z,113.96861178334845,22.976466734285,1268833500,261273800,桥梓路
09006600011608291345152698Z,113.84814281135623,22.98096429656176,1267493000,261327100,民康街
09006600011608051547165338Z,113.67186764251966,22.97650256834954,1265532900,261271300,白鹭沿河街
09006600011608291446538528Z,113.85368029774499,22.99881742889631,1267554100,261542900,祥富路
09006600121910111337436365Q,113.75732852651635,23.08888897311775,1266484300,262630400,颐龙东路
01006600001312071255031335M,114.10438405513788,22.759722252997463,1270346800,258674900,塘天南路
09006600001409011316294835M,113.9083034001865,22.919241280047046,1268161800,260582300,福进西路
09006600001409041607220135I,113.87894487492412,22.992778255676864,1267834200,261471900,红荔路
09006600011609061051292679P,114.0216267211871,23.00594641345211,1269425300,261631100,矮桥路
09006600001409061359523406M,113.76163628132961,22.9635875454577,1266531500,261122600,景晖路
09006600011608191630359678Z,113.91427573404242,22.944910883680528,1268229000,260889700,富民北路
09006600011607151617445499P,114.01139234163226,22.91123193680837,1269311300,260492100,金钱岭一街
09006600011607151724072168Z,113.72122217927945,22.830957051517963,1266082100,259523400,德乐路
09006600011608061548457449P,113.94495279523478,22.944150170468046,1268571100,260879900,景泰路
09006600121910230900023938A,113.82158790339811,23.025211735041783,1267199600,261854600,Ｓ３５７
09006600011607171111405582F,113.76800467883284,22.964498877264553,1266603100,261132100,牛山商业街
09006600011607161318342858Z,113.68828212625748,22.84525230988635,1265717600,259692100,龙眼十三路
01006600001312071251091125M,114.10687771727599,22.747226387537964,1270374900,258524600,Ｘ９８２
09006600011607140953402948Z,113.74373245736902,22.795447605516696,1266332400,259101200,朗蟹西街
09006600011607201058415409R,114.10710203357932,22.81733210880925,1270377800,259367500,滨河路
09006600121910201110124955Q,113.75743753205194,23.098181649487266,1266485000,262742400,
09006600011607030945158568Z,113.67357502044818,22.78447614636612,1265551800,258962900,新兴路
09006600011607281702459478Z,113.82845590147471,22.9287112528164,1267274700,260695000,大沙路
09006600011607291749365979P,113.97087224614987,23.044475943431916,1268858700,262092000,
09006600001408281338154906M,113.7418720086238,22.910178329913453,1266312900,260478300,厚大路
09006600011608291516555618Z,113.8700707485589,23.00645943665699,1267735900,261635900,蟠龙路
09006600121910241700216028A,113.83398215986757,23.017950768567015,1267336800,261768600,古楼岭路
09006600011608201537403769P,113.88337551774961,23.06322790188592,1267882400,262318100,
09006600011607261319070769R,114.14605536306107,22.823847695897943,1270810400,259439800,金星二街
09006600011607230946430848Z,113.68167797646551,22.834962470875837,1265643300,259568400,体育路
09006600011607261409351599R,114.16827526679799,22.815762285823123,1271058000,259337900,埔星西路
09006600011608091325086048Z,113.64690186937779,22.90935613894098,1265253100,260467700,丽新路
0900660012191027103811941GN,113.7951486587371,23.098172953048188,1266905300,262735000,崇德路
09006600011608011210491138Z,113.66206652000767,22.948899248214637,1265423000,260941500,体育路
09006600121706301403168138A,113.8162229821737,23.014129047106163,1267138800,261722700,Ｇ９４
09006600001409071241476426B,113.63434499894235,22.963493546321956,1265113800,261119600,南阁五路
09006600011607221154192518Z,113.65214197632224,22.84061488878555,1265312600,259642100,白沙大路南
09006600011608101614356189P,114.00392977888295,22.94213844006268,1269228200,260864400,桥沥北门路
09006600011607061710179038Z,113.779002832392,22.828003374356733,1266725800,259490600,
09006600011607251253390789R,113.784574553125,22.804150351562082,1266787800,259202900,长安立交
0900660012191018115534431GN,113.84045101816479,23.11165718763478,1267408000,262898000,红棉路
09006600001409031249071425I,113.84156927562485,22.957579685485648,1267420500,261044200,兴园路
09006600011607160859093152F,113.69674053538793,22.935719147354583,1265813000,260785300,汀山广场路
09006600121910151422079615Q,113.63741171693744,23.08648016991468,1265148200,262599500,大东向新西二路
09006600121910211645567512R,113.6933038838934,23.001210051371416,1265772400,261567000,
09006600011607181526032318Z,113.83456273133373,22.910388615846163,1267342600,260476000,中兴路
09006600121910191057168295Q,113.71355431029193,23.09458951029748,1265998100,262692000,东风路
09006600011609131027432249P,113.97442573417285,23.0749668342382,1268899000,262460400,福隆工业区三区杨罗邓路
09006600011607221349402118Z,113.66574341439764,22.86660662690198,1265464500,259951300,商业街路
09006600011607171408215328Z,113.8592235350952,22.912990638734843,1267615900,260509700,新城路
0900660012191104114900292GR,113.66082300606175,23.049693178731683,1265409800,262153500,扶涌路
0900660012191108135744652GR,113.68343820417972,23.07472908661648,1265662700,262451000,莞穗立交桥
09006600011607300811219919P,113.99613728140957,22.996607941587957,1269140600,261519900,常田路
09006600011607211507312958Z,113.66853888293011,22.82524974801539,1265495700,259453600,人民中路
09006600011608150932003189P,113.94742096573226,23.02756134382983,1268598000,261883400,恒泉路
09006600011609071128531799P,114.02978321866487,22.98499954109259,1269516700,261376100,娱河路
09006600121706251445156768Z,113.68804570270014,23.005750398349843,1265713100,261621200,Ｇ１５
01006600001312031316073045T,113.99301121661284,22.896953565393233,1269105200,260321200,Ｘ２３２
09006600011607260951482289R,114.15321239796766,22.853213689100475,1270890300,259790800,
0900660012191021111445450HK,113.75614332737474,22.98628018758456,1266470900,261395700,
09006600011607301156049349P,113.9726991760152,23.01532037409822,1268879500,261741300,常乐路
09006600011607281052464448Z,113.87266401203837,22.94858515190826,1267765200,260939500,状元路
01006600001312071117266835M,114.13401113217509,22.743630966082463,1270676300,258479500,
09006600121910231542490938A,113.82448905619508,23.03657805475069,1267231300,261991900,沙苑一巷
09006600011608091213571988Z,113.61091908639007,22.907507016443084,1264852900,260443300,
09006600011607151310060588Z,113.73835947720968,22.83391107925941,1266274000,259562400,怀雅路
09006600001408281549146315I,113.90643343562256,23.037775381715214,1268141200,262009100,超东路
09006600011608191530434428Z,113.9231612369139,22.993488661757265,1268327700,261473000,
09006600011609201631041449P,113.85468299938537,23.054962066311134,1267565800,262218500,
09006600121910111546468725Q,113.77711200170059,23.113689297466262,1266704100,262926500,新华路
09006600011607230816029509R,114.09083249337542,22.829745516213976,1270196800,259513700,
09006600011608260925282518Z,113.66964118801573,22.938939306970227,1265507700,260819800,珊美岳范山公园二环路
09006600011608061646552278Z,113.66748800518684,22.962453055057974,1265485900,261102300,上沙路
09006600011607011733540388Z,113.64846502009651,22.837224169905753,1265271300,259601300,轮渡路
09006600011607201051428178Z,113.61940822116863,22.933516015265862,1264947300,260758000,
09006600011607261326535369R,114.14860903291438,22.820294231806628,1270838800,259397700,金星一街
09006600011607261252580049R,114.14544746208392,22.846621790649774,1270804000,259714600,香芒西路南四街
0900660012191020091012706HK,113.77095253644896,22.99092717912268,1266635600,261450100,
09006600121910251518282738A,113.81747968201158,23.0427538196902,1267153400,262066600,温周路
09006600011607070957463148Z,113.80816583422565,22.809393450012355,1267050200,259260600,上洋路
09006600011608061511218739P,113.95451024104823,22.934803393970338,1268677000,260769000,银朗南路
09006600011608201744339779P,113.92647883321756,23.06433435784186,1268365300,262325000,生态园大道
09004800121911041346487042P,113.64623786100526,23.121999042352638,1265245600,263026700,
09006600011607081730509918Z,113.81836182867656,22.817888901096964,1267163800,259362600,德政中路
09006600011609071150510069P,114.04117667071851,22.981987011834754,1269643900,261338600,物兴路
09006600011607051742058158Z,113.69570638637036,22.807771401368754,1265799200,259240900,
09006600011607291023400398Z,113.84698201410687,22.98857922206691,1267483500,261420800,
09006600011607291307100888Z,113.87947561910492,22.998770982898773,1267840200,261543200,教育路
09006600011608201037093899P,113.88030088160872,23.05191351442017,1267849600,262182800,Ｘ２３４
01006600001402271347453825X,114.02321895571434,22.782219335021566,1269442900,258940300,大坪嶂街
09006600011607190937036878Z,113.68426376584307,22.779586451226358,1265670700,258903400,Ｓ３
09006600121707141129372008X,113.75668475516088,23.038209804966826,1266476200,262019800,禾仓岭北路
09006600011607041222533368Z,113.61561747675142,22.852512168821793,1264905400,259783500,穗丰年路
09006600011607291003552078Z,113.85783708502353,22.987149852598836,1267600600,261403000,寮浮路
09006600121910141213082465Q,113.76300555046762,23.084585456539713,1266547300,262578200,兴横路
09006600011609011445256199P,113.9339385729744,23.101133039090897,1268448400,262767500,
09006600011607301213488978Z,113.63069345886647,22.938816400602256,1265072700,260822400,南环路
09006600011609111036335179P,113.85971846258629,23.0785188477405,1267622000,262502800,达江路
09006600011607261351292129R,114.16416318551892,22.81288060911072,1271012600,259304800,滨河西路
09006600001408281722508946M,113.83330288320667,22.882194520508886,1267328800,260136600,大塘路
09006600011607261535447409R,114.1669685616417,22.82226085694767,1271043800,259417100,新长路
09006600011607261536107469R,114.16504150924219,22.822117735053034,1271022500,259415600,新长路
09006600001409031226474995I,113.82263848055125,22.948687548051232,1267211000,260934700,兴园路
09006600011608141714209019P,113.98804058700472,23.06794637391958,1269050300,262378200,
09006600011607171711378509P,114.09714219662317,22.85034501581781,1270267200,259762100,新南路
09006600121707171039434609Y,113.7550611466323,23.113492146902274,1266458500,262926500,
09006600011609071019168748Z,113.88871503778965,22.954581240409475,1267943800,261011100,总部三路
09006600011607221447206858Z,113.66250889644866,22.881955128892027,1265428200,260136400,汴康路
09006600011608151035519898Z,113.88251579255974,22.93892222179356,1267874600,260824200,和堂路
09006600121910231612145222R,113.7506123165244,23.013494262171903,1266409000,261722800,元美东路
09006600011607071734376958Z,113.70465482369086,22.8388548903859,1265899900,259615400,龙眼环村路
09006600011608241604357258Z,113.90895072536115,22.946193054901624,1268169100,260906900,
09006600011607241514414039P,113.91089158535637,23.110207033692983,1268191400,262878900,
09006600121910231210317662R,113.7218731414548,23.012820396393145,1266089900,261710000,
09006600011607251434585699P,113.93444400735186,23.075968305984798,1268454900,262464100,石岗大道
09006600121910171154303052R,113.70655050019383,22.987356365166896,1265919300,261400600,莞太路
09006600011609201405315849P,113.87307868501203,23.02409590922147,1267769300,261848200,金富东路
09006600011607051313501038Z,113.71523025846653,22.79653798734051,1266016400,259109100,上兴路
09006600011607161618076399P,114.02167194640361,22.912609242232072,1269426300,260507300,向南六街
09006600121706251331383868Z,113.64762081527064,23.04481790780977,1265261900,262097200,望牛墩立交
09006600011607171618412032F,113.71469933504841,22.954520739069093,1266011500,261007500,科创路
09006600001409011400523765I,113.92878325823807,23.075418701472458,1268391400,262458600,东园大道
09006600011607210901456199R,114.0928964697361,22.842493282357974,1270219800,259666400,环村路北
09006600121910241221166468A,113.84836642318123,23.0140881007099,1267495200,261724600,
09006600011608131009297669P,113.96699651796905,22.913834902147645,1268816000,260519900,
09006600011609051002555779P,113.99672148072213,22.979519057900987,1269147600,261312900,
01006600001312010937253595Q,113.70352352109575,22.82799915358788,1265886600,259484200,京港澳高速
09006600011608051402252648Z,113.66131361354921,22.94093493144119,1265415100,260845100,
09006600121910181556211168A,113.81927719441126,23.06969475452698,1267173600,262390400,温周路
09006600011607191653081059R,114.13535890987544,22.798123724429225,1270691600,259133600,福龙路
09006600011607301523544448Z,113.69608896899543,22.939590063036096,1265803000,260825500,富康路
09006600011609080852436139P,114.01768198914367,23.024054952868877,1269381700,261849000,
01006600001312020950373285W,114.17465448076507,22.80860469392648,1271128200,259253100,香山路
09006600011607181258395498Z,113.85067946519695,22.906114991071238,1267521400,260427400,元新路
0900660012191022083952003HK,113.79562855821285,23.012977907699742,1266910300,261709500,虎英路
09006600011607301449177288Z,113.67067729099247,22.93727712806348,1265519100,260799300,沿河西路
09006600011607011541110408Z,113.61093926462812,22.90454230705809,1264853400,260407500,
09006600011607220955033978Z,113.66559404557385,22.831750257375177,1265463100,259532400,博头路
01006600001312071235081185M,114.1434612953545,22.749316213376993,1270781500,258546300,永和街
09006600011607191632044989R,114.12911653805202,22.802546793651093,1270622000,259187400,龙江路
09006600011608041346055928Z,113.94610531065746,22.981362306128457,1268583100,261328000,
09006600011608141743020499P,113.98440737319224,23.049139944251756,1269010200,262151200,
0900660012191017152657971HK,113.76850785039099,23.026424212559096,1266608900,261877700,涡岭工业路
09006600121910190913472105Q,113.73979223537387,23.10683292902074,1266288900,262845300,中心东路
09006600121910141736349175Q,113.78910913463216,23.09477263554406,1266838100,262695600,新风西路
09006600011608131028054579P,113.96402843024835,22.916221282504218,1268782000,260547600,
09006600011608201735145139P,113.90492844476222,23.031755584261315,1268124400,261936000,生态园大道
09006600011607241510324669P,113.9086394665141,23.110399340618343,1268167200,262878100,
09006600011608051111104989P,113.96466379099621,23.11364474447915,1268790200,262922900,东莞大堤
09006600011607131426422469R,114.17420509927157,22.842011038610533,1271124400,259654100,银坪路
09006600121911061717293158A,113.66762247544459,23.007521442362304,1265486300,261644800,振兴北二路
09006600011607181712191208Z,113.83429363954326,22.9045854724833,1267339800,260405800,金山街
0900660012191103094421559GR,113.64767153816217,23.043066475391186,1265262500,262076800,望牛墩立交
09006600011607241112334889R,114.16142788811491,22.851844546501543,1270982100,259773300,清上路
09006600121910281527512188A,113.8127094103241,23.037512247876535,1267100900,262003700,横岭工业区二街
09006600121910121019262735Q,113.73238677519042,23.0722536834002,1266206700,262427200,南华街
09006600121910211053070345Q,113.76916694915293,23.078438705011802,1266616400,262503200,沙洲街
09006600011607221613450158Z,113.66190114840396,22.913983026411497,1265421600,260521100,莲涌东路三巷
09006600001408291549425726B,113.70419262125681,22.803072695300077,1265894100,259185600,小学路
09006600011607261433011749R,114.17353825569147,22.824860452622172,1271116900,259447300,渔葵街
0900660012191104154813621GR,113.65701403901438,23.06730372259847,1265367100,262367300,龙泉路
09006600011608130943248279P,113.97269972665512,22.924921554476164,1268879700,260653900,凤园路
09006600011608071057028438Z,113.65639663824327,22.95436222591964,1265359600,261008300,
09006600011608011213045158Z,113.66570817947452,22.94591749599523,1265464300,260904300,体育路
09006600011607061629021928Z,113.76775110218529,22.79789464507209,1266599600,259130200,墐塘街
09006600011608061221334149P,113.94789647224347,22.95611783911023,1268603700,261024800,
09006600001408261345501876M,113.62878550415759,22.981474813654224,1265051700,261335500,粤晖路
09006600011608191159317388Z,113.93185010386621,23.01377580597042,1268425300,261716000,丁屋振兴路
09006600011607090941258228Z,113.77852860021929,22.787149277899506,1266720000,258999200,乌沙环南路
01006600001312071056066935M,114.16685835032675,22.7471269228254,1271041800,258514500,
09006600011608131540519529P,114.02216750620575,22.963900278112497,1269432600,261124300,塘东路
09006600011607240911333829P,113.92201751977652,23.072201164455883,1268315400,262420200,南朗路
0900660012191104112313510GR,113.65674459220152,23.054579618595177,1265364300,262213800,如意路
09006600121910161735558208A,113.8232164727846,23.06969522838209,1267218000,262390500,王新路
09006600011607161253461938Z,113.6962090085564,22.839289847849383,1265805300,259619500,龙眼六路
09006600011607311238070659P,114.00101360787326,23.036538893001648,1269194500,261999800,桃园一路
09006600011609011128451079P,113.95172414958952,23.073824367967283,1268646600,262441100,龙田路
0900660012191018173030790GN,113.87137603762429,23.118165048939193,1267750700,262980800,民生路
09006600011607221824218279R,114.12408625509508,22.84642712549266,1270564900,259716000,Ｓ３５８
09006600011607171603268792F,113.74926823132637,22.939175357899796,1266393500,260829400,水濂景观路
09006600121911041546020948A,113.66004251089096,22.993826677018312,1265400400,261482100,南城工业区第三小区
09006600011607231712104358Z,113.62899546172085,22.909613635567005,1265054000,260472400,
09006600011607171438392159P,114.08792130987311,22.845425370345975,1270164700,259701700,塘厦大道北
09006600011607221502250158Z,113.65839006836286,22.889367723534807,1265382200,260226500,宝溪路
09006600011607301128002379P,113.9699866105495,23.012508182899843,1268848800,261707200,南环东街
09006600001409061358206546M,113.76153132069058,22.960330505878293,1266530200,261083500,景晖路
09006600011607151048307478Z,113.7711472695134,22.799796879352176,1266637300,259153000,墐工二路
01006600001312061418314805M,114.13900748053348,22.747623922482628,1270732500,258526900,永盛大街
09006600011607131525184569P,114.03182885008411,22.956172518422495,1269539600,261028300,环常南路
09006600011607011637109118Z,113.61472096720865,22.86216600653461,1264895000,259899000,
09006600011607241113023709R,114.15982958261796,22.850679473403307,1270964900,259759700,清上路
09006600011608131520502499P,114.00406877977787,22.9707653648142,1269229200,261209300,翠珠路
09006600011607151332230159P,114.00131152911332,22.903483096128866,1269197600,260401100,
09006600011607070914593628Z,113.7632074024857,22.797643736115816,1266549600,259127700,Ｓ３５８
09006600011607151313377789P,114.00324688312955,22.90663242944926,1269218500,260438800,袁岗路
09006600011607291753340909P,113.96852404793275,23.04110441869582,1268832800,262052700,
09006600121910240925009758A,113.82359644948134,23.015488510009877,1267220800,261737900,百业路
0900660012191021092528337HK,113.76931825775746,22.988776304995206,1266617400,261424500,
09006600011608191557261548Z,113.91692638137188,22.97885617023564,1268258500,261297100,
09006600121911041214466318A,113.67250474963757,23.016157650284224,1265539500,261748400,西部干道辅路
09006600011608061328563649P,113.9634496372241,22.944750811699556,1268776800,260890400,Ｙ７５８
09006600011608041132276039P,113.95088803220362,23.04339299355896,1268636500,262074000,样和一巷
09006600011607290944554969P,114.08881172823087,22.827253699672102,1270174100,259482300,宏业北二路
09006600121910221436446048A,113.80456756124423,23.0621202021842,1267010900,262299900,裕高道
09006600011607241420492299P,113.90430560378826,23.10549587438979,1268118000,262824000,Ｓ１２０
0900660012191104124710031HO,113.70606132310368,23.049079709389993,1265914200,262142800,
0900660012191025152201579HN,113.80132019698523,23.02365593086968,1266974100,261837700,横西七路
09006600121910141518389235Q,113.75876300652838,23.09416600062934,1266500100,262693200,北王路
09006600121707241154367869B,113.6931790010743,23.034892960790256,1265770800,261971500,
09006600011607141035097448Z,113.7322047571769,22.79652863524799,1266204700,259112000,同心路
09006600011607251400332928Z,113.6018447003421,22.907267031390905,1264752300,260438400,港口大道
09006600011608201141108749P,113.9136857544926,23.02447011017431,1268222200,261846700,Ｘ２４６
09006600011607181528480348Z,113.83812895525804,22.919087785895577,1267382400,260580900,中兴路
09006600121910121016149845Q,113.73521244810088,23.07710774023324,1266238300,262486300,绿化路
09006600011608051504506528Z,113.66058286466651,22.954507063739197,1265406700,261008900,板樟莫屋一巷
09006600001408291728193726M,113.73978171642781,22.91280707272823,1266288800,260511000,湖景大道
